image_id,source,prompt,evaluation_seed
000000506544,coco-30k,A man walking his dog past a park bench.,59332
000000242363,coco-30k,"A bathroom with a sink, toilet and shower bathtub combination.",95062
000000222075,coco-30k,An assortment of items that were in a purse.,69332
000000248457,coco-30k,there's someone sitting under that umbrella and someone taking a picture,49684
000000248774,coco-30k,a brown horse with a blond mane and a red horse,38582
000000160351,coco-30k,A young man skating near a residential area,36475
000000428218,coco-30k,A couple of people standing on top of a green yard.,39576
000000448024,coco-30k,An orange cat laying in front of  a green wooden bench.,35554
000000208417,coco-30k,A star hangs upon a canopied bed in a bedroom.,30803
000000087718,coco-30k,A dog's head pokes over the foot board of a bed.,74061
000000524507,coco-30k, A bald man holding a blue umbrella on a street.,47673
000000065357,coco-30k,a black red and green train engine on a track,1198
000000537301,coco-30k,two colorful parrots sitting on some tree branches while one chews on it ,28272
000000302110,coco-30k,A cat laying on a rug next to a sliding glass door.,51807
000000111104,coco-30k,an older male in a gray sweater a knife and cake,12462
000000416269,coco-30k, a passenger train sitting on a track next to a building ,42157
000000429415,coco-30k,A man's open hand with tiny bananas with sand as the background.,37221
000000230600,coco-30k,A toilet on the outside of a building next to a parking meter.,49199
000000293034,coco-30k,A group of people that are standing around giraffes.,56992
000000564336,coco-30k,a man at a restaurant using his laptop ,23690
000000510636,coco-30k,a woman is sitting under an umbrella outside,78818
000000484069,coco-30k,A green bowl filled with vegetables soup next to a spoon.,79936
000000363241,coco-30k,A lady eating a slice of deep dish pizza.,83809
000000491482,coco-30k,the signs on the post are warnings for vehicles.,15582
000000502758,coco-30k,A fire department truck sitting in a field lot.,50740
000000437393,coco-30k,a carousel horse has a rose in its mane,27811
000000535977,coco-30k,An oven in a kitchen with wooden floors and tiled walls. ,58565
000000251044,coco-30k,A piece of red luggage sitting next to a bench.,67984
000000500583,coco-30k,a horse drawn carriage with people in the cariage,78489
000000327149,coco-30k,a fire hydrant on a sidewalk near a street,83421
000000231534,coco-30k,A large jetliner sitting on top of an airport tarmac.,5363
000000097589,coco-30k,A table filled with plates of food sitting next to each other.,24070
000000273708,coco-30k,A woman stands with outreached hands waiting to catch a ring.,16421
000000109055,coco-30k,A cat sitting between two bikes  sitting next to each other.,30505
000000107304,coco-30k,A woman opening the bathroom door with the room chained off.,8393
000000016931,coco-30k,A snowy city street with a french stop sign.,80689
000000158999,coco-30k,A group of animals grazing on grass in a field.,9695
000000308678,coco-30k,two men in in a white raft and a ship behind them,4732
000000348896,coco-30k,The beach chair with the umbrella is empty on  the beach. ,812
000000069906,coco-30k,"Dinner plate with pork chop, pasta and vegetables on it.",93029
000000576052,coco-30k,A female horse rider mounted near a body of water and mountains.,76716
000000241318,coco-30k,A group of women that are standing near each other.,94873
000000328301,coco-30k,Car parked in the parking lot next to the pier,41036
000000570001,coco-30k,A large passenger plane on a runway prepares to taxi,85647
000000321516,coco-30k,A bus driving down a street in front of a motorcycle.,95411
000000579548,coco-30k,A pair of computer monitors a keyboard and a laptop.,39018
000000427500,coco-30k,a yellow and brown fire hydrant on the side of the road,96829
000000359569,coco-30k,A black and brown dog walking across snow with a red Frisbee in't mouth.,66883
000000216867,coco-30k,an airplane taking off with one waiting to take off,24140
000000130419,coco-30k,A woman standing next to two bags of luggage.,62473
000000361439,coco-30k,A giraffe standing next to a log in a fenced in enclosure with people walking on the other side of the fence.,34444
000000330720,coco-30k,a close up ofa clock with statues of people ,94023
000000112298,coco-30k,The man holds a ping pong paddle under the shelf on a wall.,8059
000000515289,coco-30k,People riding bicycles down the road approaching a bird.,50751
000000125513,coco-30k,There is a multi colored train pulling into a station.,28021
000000336937,coco-30k,A plethora of toilet bowls and urinals all in a row.,94393
000000343496,coco-30k,A person walking by stop sign at street intersection.,51476
000000283277,coco-30k,A bright street at night with several cars passing by.,88964
000000501229,coco-30k,A brown cat lies down on a brown carpet.,28254
000000466602,coco-30k,A snow skier is standing on the snow.,90659
000000208166,coco-30k,A photo of doughnuts being served on racks.,73102
000000188579,coco-30k,The view of a tall snow covered mountain with people on it.,96248
000000382905,coco-30k,a truck and other cars under a bridge,59814
000000485844,coco-30k,a lady that has a bowl in her hand,35843
000000376493,coco-30k,This is a building on the corner of Trinity and 4th Street. ,30508
000000277032,coco-30k,A man standing next to a sled with baggage on top of it.,58791
000000398304,coco-30k,The steering wheel of a bike with many gadgets parked in a mud room.,67025
000000284552,coco-30k,A green rail bridge spanning over the width of a river.,38871
000000115680,coco-30k,cows and  bulls on grass grazing for food.,16139
000000576085,coco-30k,A little boy walking down a street next to young men skateboarding on it.,17217
000000035525,coco-30k,Man in a restaurant kitchen preparing a meal.,5038
000000306136,coco-30k,A bus stopped in front of a building with the Apple logo on it.,6155
000000281353,coco-30k,A bathroom with a toilet sitting next to a tub.,78103
000000066960,coco-30k,The two dogs are laying on the bed.,14900
000000216739,coco-30k,A giraffe facing the camera as its photo is taken.,96319
000000577926,coco-30k,Three giraffes are next to a cage of green food.,34898
000000224200,coco-30k,A dog anchored to a fire hydrant by his leash.,92450
000000543239,coco-30k,A large bear laying on it's back in water.,96185
000000205214,coco-30k,A couple of giraffe standing on top of a grass covered field.,20547
000000027009,coco-30k,Two pizzas sitting on top of a wooden cutting board.,39486
000000512545,coco-30k,A flock of sheep in a mown field under telegraph wires,71781
000000192620,coco-30k,there are many trucks that are going down the freeway,82787
000000353409,coco-30k,A group of people on motorbikes ride on the road.,85379
000000142487,coco-30k,A box full of different kinds of doughnuts.,25201
000000268948,coco-30k,A giraffe is leaning over a fence looking at people.,11120
000000518365,coco-30k,A herd of elephants grazing on tall grasses ,30341
000000028449,coco-30k,A group of elephants are standing in the trees.,8067
000000577539,coco-30k,"A bowl of banana's, sprinkels, chocolate chips, and marshmellows.",65797
000000490683,coco-30k,At least three people are in a field playing with a frisbee.  ,65123
000000417481,coco-30k,A man wearing a shirt and tie topped with a motor cycle helmet.,21855
000000513312,coco-30k,A cat standing on a desk with a remote.,41669
000000443313,coco-30k,A man in white shirt and shorts playing a game of tennis.,43285
000000005107,coco-30k,A group of people gather to get on a bus at the bus stop.,83795
000000575911,coco-30k,A cat is staring at the computer keyboard. ,3451
000000296707,coco-30k,"A bathroom with a toilet, towel rack and a tub in it. ",60974
000000315962,coco-30k,Woman in shades and cap sit on beach chair under an umbrella,17221
000000441211,coco-30k,A train traveling down train tracks past some houses.,14006
000000108283,coco-30k,A rotten door leading into a restroom covered in filth.,11621
000000281331,coco-30k,A dog laying under a bed on top of a wooden floor.,66059
000000562197,coco-30k,Pictures of different types of prepared food containing beans.,92131
000000133693,coco-30k,Traffic and street signs sit on the pole,60404
000000434463,coco-30k,A slice of pizza topped with green leaves.,4531
000000045387,coco-30k,A baboon is sitting eating a banana on the ground.,595
000000188318,coco-30k,A lot of tennis rackets that are on the ground.,92715
000000563680,coco-30k,A young man flying through the air while riding a skateboard.,21778
000000250592,coco-30k,A red and white boat sitting next to a peer.,84905
000000164637,coco-30k,A picture of pink bathroom sink and a mirror.,57655
000000003488,coco-30k,A teenager in a soccer uniform kicking a soccer ball.,38016
000000174838,coco-30k,A woman sitting on a horse while he's walking. ,52872
000000000488,coco-30k,A man getting ready to bunt the baseball,74328
000000475223,coco-30k,A bird standing next to a lot of tall grass.,84936
000000459680,coco-30k,"woman in long, light red dress with orange umbrella.",59403
000000239171,coco-30k,A large jetliner airplane sitting next to another airplane on a runway.,73873
000000270893,coco-30k,A couple of yellow buses parked on top of a road.,95875
000000519945,coco-30k,a small boats in a body of water ,87303
000000439224,coco-30k,"A white plate topped with fish, veggies and a roll",38651
000000529069,coco-30k,A bathroom toilet with a light fixture overhead,58392
000000422517,coco-30k,a man sitting on a bench talking on his cell phone,55901
000000227741,coco-30k,A man with a racket plays on a court.,7799
000000356500,coco-30k,Some people that are hanging out in the snow.,8487
000000226801,coco-30k,A train traveling down tracks next to a bridge.,86885
000000197278,coco-30k,An out house with the door opened sitting in a field.,70767
000000372501,coco-30k,A herd of sheep walking on top of a lush green field.,55293
000000241948,coco-30k,A train sitting on train tracks next to a  small rural road.,91225
000000312586,coco-30k,This is a picture of three bears in a field.,75868
000000301746,coco-30k,A couple of young men riding bikes down a street in front of a sign.,16843
000000274035,coco-30k,a tennis player getting in position to hit a tennis ball,53764
000000245997,coco-30k,a close up of a cat laying on top of a luggage bag,76087
000000024403,coco-30k,An old red truck sits in a driveway.,26778
000000119709,coco-30k,Someone is preparing many donuts at one time. ,89720
000000039480,coco-30k,a woman walking on a tennis court holding a tennis racket.,90463
